12221,22221,32221,42221,12322,22322,32322,42322,12111,21111,31111,41111
12322,22322,32322,42322,12221,22221,32221,42221,11111,21111,31111,41111
12111,21111,31111,41111,12221,22221,32221,42221,12322,22322,32322,42322
12221,22221,32221,42221,12322,22322,32322,42322,12111,21111,31111,41111
12322,22322,32322,42322,12221,22221,32221,42221,11111,21111,31111,41111
12111,21111,31111,41111,12221,22221,32221,42221,12322,22322,32322,42322
12221,22221,32221,42221,12322,22322,32322,42322,11111,21111,31111,41111
12322,22322,32322,42322,12221,22221,32221,42221,11111,21111,31111,41111
12111,21111,31111,41111,12221,22221,32221,42221,12322,22322,32322,42322
