0355,0300,0333,0322,0344,0200
0200,0355,0300,0333,0322,0344
0322,0200,0344,0300,0333,0355
0344,0322,0355,0200,0300,0333
0300,0333,0200,0344,0355,0322
0333,0344,0322,0355,0200,0300
