0311,0322,0333,0344,0355,0200,0300
0300,0311,0322,0333,0344,0355,0200
0333,0344,0355,0200,0300,0311,0322
0200,0300,0311,0322,0333,0344,0355
0322,0333,0344,0355,0200,0300,0311
0344,0355,0200,0300,0311,0322,0333
0355,0200,0300,0311,0322,0333,0344
